latitude,longitude,site_name,site_type,category,source,osm_id,osm_type
28.4952255,82.2998073,,forest,FOREST,OpenStreetMap,466035876,way
28.4895534,82.309629,,forest,FOREST,OpenStreetMap,466035877,way
28.4793126,82.3000482,,forest,FOREST,OpenStreetMap,466035878,way
28.4769327,82.2915182,,forest,FOREST,OpenStreetMap,466035879,way
28.465254,82.3075686,,forest,FOREST,OpenStreetMap,466036675,way
28.4719471,82.3165488,,forest,FOREST,OpenStreetMap,466036676,way
28.4793348,82.3170169,,forest,FOREST,OpenStreetMap,466037407,way
28.4838434,82.3272082,,forest,FOREST,OpenStreetMap,466045953,way
28.4694564,82.2895744,,forest,FOREST,OpenStreetMap,466049116,way
28.4621079,82.2939687,,forest,FOREST,OpenStreetMap,466049117,way
28.4472997,82.2823821,,wood,FOREST,OpenStreetMap,466051911,way
28.4506179,82.2722669,,forest,FOREST,OpenStreetMap,466051916,way
28.4489179,82.2809285,,forest,FOREST,OpenStreetMap,466051918,way
28.4497374,82.2767602,,forest,FOREST,OpenStreetMap,466051919,way
28.4467338,82.280283,,forest,FOREST,OpenStreetMap,466051920,way
28.4497269,82.2734983,,forest,FOREST,OpenStreetMap,466051921,way
28.4515569,82.2830082,,forest,FOREST,OpenStreetMap,466051922,way
28.4522113,82.2695734,,forest,FOREST,OpenStreetMap,466051923,way
28.4576774,82.2861918,,forest,FOREST,OpenStreetMap,466051924,way
28.4487088,82.2823391,,wood,FOREST,OpenStreetMap,466051925,way
28.4478697,82.2884356,,forest,FOREST,OpenStreetMap,466051926,way
25.346272,82.9768772,,forest,FOREST,OpenStreetMap,466328106,way
28.5098157,82.2157408,,forest,FOREST,OpenStreetMap,466330897,way
28.5101019,82.2300216,,forest,FOREST,OpenStreetMap,466330898,way
28.497873,82.2463298,,forest,FOREST,OpenStreetMap,466330899,way
28.5070082,82.2038385,,forest,FOREST,OpenStreetMap,466330900,way
28.5059634,82.2237559,,forest,FOREST,OpenStreetMap,466330901,way
28.5061514,82.2195145,,forest,FOREST,OpenStreetMap,466330902,way
28.5064175,82.242573,,forest,FOREST,OpenStreetMap,466330903,way
28.5135454,82.2459456,,forest,FOREST,OpenStreetMap,466330904,way
28.519704,82.2120776,,forest,FOREST,OpenStreetMap,466330905,way
28.5090078,82.2367976,,forest,FOREST,OpenStreetMap,466330906,way
28.5217355,82.2280502,,forest,FOREST,OpenStreetMap,466330907,way
28.4995764,82.2466297,,forest,FOREST,OpenStreetMap,466330908,way
28.4904162,82.2081862,,forest,FOREST,OpenStreetMap,466330909,way
28.4919478,82.2272854,,forest,FOREST,OpenStreetMap,466330910,way
28.5045651,82.2364533,,forest,FOREST,OpenStreetMap,466330911,way
28.4854998,82.239736,,forest,FOREST,OpenStreetMap,466330912,way
28.4998364,82.2043782,,forest,FOREST,OpenStreetMap,466330915,way
25.3223379,83.0484762,,forest,FOREST,OpenStreetMap,466386088,way
28.5244716,82.1927783,,forest,FOREST,OpenStreetMap,466386531,way
28.5364088,82.1757739,,forest,FOREST,OpenStreetMap,466386532,way
28.5471518,82.1817782,,forest,FOREST,OpenStreetMap,466386533,way
28.529377,82.188539,,forest,FOREST,OpenStreetMap,466386534,way
28.537106,82.1677934,,forest,FOREST,OpenStreetMap,466386535,way
28.5465441,82.1758514,,forest,FOREST,OpenStreetMap,466386536,way
28.5394279,82.1859485,,forest,FOREST,OpenStreetMap,466386537,way
28.524889,82.2004225,,forest,FOREST,OpenStreetMap,466386538,way
28.5437396,82.1889481,,forest,FOREST,OpenStreetMap,466386539,way
28.5358983,82.2055761,,forest,FOREST,OpenStreetMap,466386540,way
28.5255593,82.1889055,,forest,FOREST,OpenStreetMap,466386541,way
28.5275233,82.170825,,forest,FOREST,OpenStreetMap,466386542,way
28.5228995,82.1850788,,forest,FOREST,OpenStreetMap,466386543,way
28.5505724,82.1271655,,forest,FOREST,OpenStreetMap,466455748,way
28.5558293,82.1529931,,forest,FOREST,OpenStreetMap,466455749,way
28.5392559,82.151844,,forest,FOREST,OpenStreetMap,466455750,way
28.5452314,82.1605323,,forest,FOREST,OpenStreetMap,466455751,way
28.5517085,82.1533692,,forest,FOREST,OpenStreetMap,466455752,way
28.5279048,82.1525378,,forest,FOREST,OpenStreetMap,466455754,way
28.5477807,82.1598944,,forest,FOREST,OpenStreetMap,466455755,way
28.5443932,82.1632053,,forest,FOREST,OpenStreetMap,466455756,way
28.5212331,82.159459,,forest,FOREST,OpenStreetMap,466610687,way
28.5035408,82.1798752,,forest,FOREST,OpenStreetMap,466610688,way
28.5022677,82.1946451,,forest,FOREST,OpenStreetMap,466610689,way
28.5278942,82.1771665,,forest,FOREST,OpenStreetMap,466610690,way
28.5108726,82.1631824,,forest,FOREST,OpenStreetMap,466610691,way
28.4954052,82.1867014,,forest,FOREST,OpenStreetMap,466610692,way
28.510301,82.1930288,,forest,FOREST,OpenStreetMap,466610693,way
28.5173641,82.1625832,,forest,FOREST,OpenStreetMap,466610694,way
28.5176385,82.1704524,,forest,FOREST,OpenStreetMap,466610695,way
28.5067075,82.1667761,,forest,FOREST,OpenStreetMap,466610696,way
28.5064764,82.1669078,,forest,FOREST,OpenStreetMap,466610697,way
28.5205198,82.1675499,,forest,FOREST,OpenStreetMap,466610698,way
28.5167621,82.1870761,,forest,FOREST,OpenStreetMap,466610699,way
28.4975824,82.1808231,,forest,FOREST,OpenStreetMap,466610700,way
