osm_id,latitude,longitude,source_type,name,industrial,power,plant_source,landuse,man_made,operator
node_431288185,29.9541629,77.4496894,INDUSTRIAL,Bidvi Sugar Mill,,,,,works,
node_496730218,28.7786707,77.1428523,INDUSTRIAL,Pyare Lal Ashok Leyland,,,,,works,
node_568506755,28.2620915,83.9573112,INDUSTRIAL,Carpet Factory,,,,,works,
node_597102382,30.3716034,76.4746896,INDUSTRIAL,Milkfed,,,,,works,
node_597104344,30.6995724,76.7928206,INDUSTRIAL,Central Warehouse,,,,,works,
node_778367081,30.739732,75.6872398,INDUSTRIAL,Brick Kiln,,,,,works,
node_818438933,31.3794525,75.8255419,INDUSTRIAL,GNA,,,,,works,
node_916542416,30.8648284,75.8654946,INDUSTRIAL,Dashmesh nickeling industry,,,,,works,
node_917866068,30.8702514,75.868472,INDUSTRIAL,Komal Metal Works,,,,,works,
node_918130248,30.8661711,75.8609915,INDUSTRIAL,Krishna Industries,,,,,works,
node_918130250,30.8667056,75.8605343,INDUSTRIAL,Nippi Motors,,,,,works,
node_918130295,30.8661154,75.8613538,INDUSTRIAL,Rattan Industries Corporation,,,,,works,
node_918130321,30.8660066,75.8609962,INDUSTRIAL,Sharma Industries,,,,,works,
node_918130324,30.8670816,75.8614438,INDUSTRIAL,A.B Machine Tools(Shaper-Lathe-Planner),,,,,works,
node_918137567,30.8658053,75.861395,INDUSTRIAL,Bharat computer Dharam Kandha,,,,,works,
node_918309756,30.8612447,75.8660297,INDUSTRIAL,Hatth Khaddi,,,,,works,
node_918520857,30.86779,75.8624991,INDUSTRIAL,Cycle Parts Manufactures,,,,,works,
node_918520880,30.8678516,75.8625056,INDUSTRIAL,BBH Gears,,,,,works,
node_918521019,30.8676548,75.8624957,INDUSTRIAL,Deep Press Tools(Office),,,,,works,
node_918521020,30.867272,75.8628543,INDUSTRIAL,Depot(Government),,,,,works,
node_918521049,30.8658628,75.8624743,INDUSTRIAL,Jaspal Boaring Company,,,,,works,
node_918521091,30.8680394,75.8624767,INDUSTRIAL,Dayal Enterprises,,,,,works,
node_918521111,30.8664709,75.8628097,INDUSTRIAL,Shukdev Singh & Son's,,,,,works,
node_919346282,30.8693565,75.8645714,INDUSTRIAL,Rattan International Steel Works,,,,,works,
node_919347333,30.8688986,75.8645644,INDUSTRIAL,Mocsow Bicycle Company,,,,,works,
node_919393140,30.8719316,75.8613636,INDUSTRIAL,Industry,,,,,works,
node_919601744,30.8660587,75.8667381,INDUSTRIAL,Kanda Oil & Mill Stone,,,,,works,
node_919601756,30.8664462,75.866777,INDUSTRIAL,A-One Traders,,,,,works,
node_919601760,30.8690976,75.8668644,INDUSTRIAL,Shiv Motors,,,,,works,
node_919601782,30.8667536,75.8668042,INDUSTRIAL,Jay Ess Enterprises,,,,,works,
node_919601792,30.8657694,75.8654348,INDUSTRIAL,Major Singhs & Bros Machine Pvt. Ltd,,,,,works,
node_919601811,30.8669412,75.8669356,INDUSTRIAL,Patna Sahib Computer Kanda(Capacity 60 ton),,,,,works,
node_919601817,30.8673496,75.8640787,INDUSTRIAL,Blue Stallon Equipment,,,,,works,
node_919601819,30.8661155,75.8636119,INDUSTRIAL,Walia Traders(Cycle parts),,,,,works,
node_919601820,30.8658937,75.8635639,INDUSTRIAL,Sohal Auto Spare Parts,,,,,works,
node_919601827,30.8667128,75.864979,INDUSTRIAL,Hardeep Electricals Work,,,,,works,
node_919605066,30.8701513,75.8592698,INDUSTRIAL,Khurana Computer Dharam Kanda,,,,,works,
node_919687893,30.8697182,75.8593413,INDUSTRIAL,Balco Manufacturers,,,,,works,
node_919687896,30.8684259,75.8592804,INDUSTRIAL,Ahmedgarh Bricks & Sales Office,,,,,works,
node_919687923,30.8674098,75.8592662,INDUSTRIAL,Bharat Industrial Corporation,,,,,works,
node_928527387,30.7086666,75.9442975,INDUSTRIAL,village bekhi - brick klin,,,,,works,
node_939131964,30.8627007,75.9203043,INDUSTRIAL,Prem Steels,,,,,works,
node_939131972,30.8620281,75.9193136,INDUSTRIAL,Shiv Company,,,,,works,
node_939131998,30.8617542,75.9213062,INDUSTRIAL,Gahir Dharm Khanda,,,,,works,
node_949885001,30.8651037,75.8713275,INDUSTRIAL,Main Chimney ESS-WAY Industries,,,,,works,
node_976413365,30.8612244,75.9206512,INDUSTRIAL,Technocoat Industries,,,,,works,
node_976455811,30.8620187,75.9181578,INDUSTRIAL,Standred House Industries,,,,,works,
node_1008530963,30.9294894,77.1142253,INDUSTRIAL,Solan Brewery,,,,,works,
node_1335878279,30.9261312,74.6124908,INDUSTRIAL,Commisioner's Office,,,,,works,
node_1336000164,30.9503731,74.6104792,INDUSTRIAL,PUDA office Ferozepur,,,,,works,
node_1344435665,30.923183,74.6212996,INDUSTRIAL,Bhagwan Soap Mills,,,,,works,
node_1392920951,27.6944516,84.4223298,INDUSTRIAL,SPARC Incorporation,,,,,works,
node_1743108333,30.8748863,75.85941,INDUSTRIAL,Super Stamp,,,,,works,
node_1743115559,30.8861494,75.8581383,INDUSTRIAL,Sukhneel Printer,,,,,works,
node_1830611262,30.7117482,76.6929751,INDUSTRIAL,Amson Transformers,,,,,works,
node_1830612202,30.7141211,76.6897966,INDUSTRIAL,AVON,,,,,works,
node_1830613521,30.7137636,76.6895554,INDUSTRIAL,EON INFOTECH LTD.,,,,,works,
node_3092649927,27.2085922,78.0433102,INDUSTRIAL,Gatte Ki Factory,,,,,works,
node_3092751625,27.2064921,78.0422154,INDUSTRIAL,Janrater Factory,,,,,works,
node_3141255552,28.0457698,83.7435944,INDUSTRIAL,Grinding Centre,,,,,works,
node_3329652244,30.4202512,74.5216376,INDUSTRIAL,Setia Paper Mill,,,,,works,
node_3431050306,30.4547321,76.56603,INDUSTRIAL,Mukat Pipes Pvt. Ltd.,,,,,works,
node_3431050325,30.5038179,76.6245051,INDUSTRIAL,Shahi Furniture Works and Hotel,,,,,works,
node_3431050334,30.5076902,76.6358197,INDUSTRIAL,Wood Works,,,,,works,
node_3886020110,30.5570903,77.7968301,INDUSTRIAL,Chibro Power Plant,,plant,hydro,,,Uttarakhand Jal Vidyut Nigam Limited
node_3972678475,28.691576,76.954694,INDUSTRIAL,Rohit Industries Group Private Limited,,,,,works,
node_4191190753,28.2131469,83.9851873,INDUSTRIAL,Hanger and Dummy House,,,,,works,
node_4356767290,30.8904826,75.862385,INDUSTRIAL,K B Machine Tools,,,,,works,
node_4457846504,27.8370706,84.9615026,INDUSTRIAL,Iron Hitting Place,,,,,works,
node_4597704995,30.9659912,76.8055639,INDUSTRIAL,VIOWN Mettube,,,,,works,
node_4711379875,25.4802743,78.5590933,INDUSTRIAL,Baidyanath,,,,,works,
node_4713935389,30.8920568,75.8558286,INDUSTRIAL,,,,,,works,
node_4714556291,30.8752122,75.9355782,INDUSTRIAL,Power Transmission Industries,,,,,works,
node_4976468647,28.7361944,76.8878048,INDUSTRIAL,Ramdas Bhatta,,,,,works,Ramdas
node_4976487056,28.7340981,76.8953483,INDUSTRIAL,Barahi Main Power Station,,plant,,,,
node_4976496445,28.7341159,76.8953765,INDUSTRIAL,Mini Power Stataion,,plant,,,,
node_4999032223,23.5024536,77.0794642,INDUSTRIAL,,,,,,works,
node_5059714879,26.6231943,76.0149477,INDUSTRIAL,RMC SWITCH GEARS LIMITED,,,,,works,
node_5132132358,27.6038201,83.4732493,INDUSTRIAL,Gandaki Chiura Udhyog,,,,,works,
node_5293574643,27.1844098,83.2519015,INDUSTRIAL,Brick Factory,,,,,works,
node_5301754360,31.2148204,75.1974776,INDUSTRIAL,Dhawan Ice Factory,,,,,works,
node_5309822929,27.1860372,83.2629576,INDUSTRIAL,Brick Factory,,,,,works,
node_5334575312,27.1573766,83.188536,INDUSTRIAL,Brick Factory,,,,,works,
node_5420522961,28.0701189,81.673919,INDUSTRIAL,Krishna Rice Mill,grinding_mill,,,industrial,,
node_5431594927,28.2777452,83.9349742,INDUSTRIAL,Pandab Metal engineering,,,,,works,
node_5434552548,28.291264,83.8773644,INDUSTRIAL,Sanjog Block Udhyog,,,,,works,
node_5440501120,28.2660391,83.9751095,INDUSTRIAL,Jivan Metal Industries,,,,,works,
node_5440501727,28.2624624,83.9729543,INDUSTRIAL,Pathi Vara Metal Udhyog,,,,,works,
node_5470204418,28.217688,83.9846957,INDUSTRIAL,Suva Buddha Darsan Furniture Industry,,,,industrial,,
node_5470204420,28.2172496,83.9841136,INDUSTRIAL,P.K Agro Industry,,,,industrial,,
node_5517629160,28.1419717,84.0881297,INDUSTRIAL,Majdhur Furniture Udoyog,,,,,works,
node_5517629198,28.13516,84.0802447,INDUSTRIAL,OM Shiva Sakti Etta Dipo,,,,,works,
node_5517629205,28.1343951,84.0811263,INDUSTRIAL,Jaya Shree Ganesh Kapas Udoyog,,,,,works,
node_5550645146,28.1912448,83.9572594,INDUSTRIAL,Bhandari Chaumin Udhyog,,,,,works,
node_5552008195,28.236409,83.9851188,INDUSTRIAL,Narayani Bread Factory,,,,,works,
node_5571115941,28.2320332,83.9840131,INDUSTRIAL,Panchakanya Aluminium Industries,,,,,works,
node_5598644135,28.2174623,84.0319253,INDUSTRIAL,Lk Block Udhyog,,,,,works,
node_5712632666,30.4537626,75.345376,INDUSTRIAL,Gobind coach builders,,,,,works,GC
node_5755951121,30.3360187,76.8804009,INDUSTRIAL,Global Marketing Empire,,,,,works,
node_6016490290,25.1955377,84.9964862,INDUSTRIAL,brickworks,,,,,works,
node_6029912416,27.1493022,84.9711111,INDUSTRIAL,Nuplast Industries Private Limited,,,,,works,Ms. Pragya Baid
node_6029912417,27.1489072,84.9717079,INDUSTRIAL,Ganapati Vanaspati Pvt. Ltd.,,,,,works,Mr. Pawan Kandel
node_6029912418,27.1489292,84.9729814,INDUSTRIAL,Nandan Ghee And Oil Industries Pvt. Ltd.,,,,,works,
node_6038799488,28.2683277,83.7213249,INDUSTRIAL,Mill,,,,,works,
node_6139812901,28.2476306,81.2827957,INDUSTRIAL,Taratal Itta Udhyog,,,,,works,Tanka Prasaad Paudel
node_6439721471,30.8963227,75.8612429,INDUSTRIAL,Jaura Street,,,,,works,Jaura Electroplating Works
node_6468953783,28.4149485,77.0534208,INDUSTRIAL,,,,,,works,
node_6587421898,28.4643523,77.3073518,INDUSTRIAL,Himgiri Textiles,,,,,works,Ajay Saboo
node_6830349472,28.2722059,83.8764538,INDUSTRIAL,Coffee Processing Center,,,,,works,
node_6830349482,28.2705246,83.8784198,INDUSTRIAL,Sahakari Rice Mill,,,,,works,
node_6830428827,28.2758236,83.8576596,INDUSTRIAL,Rice Mill,,,,,works,
node_6833846860,28.2812943,83.7867352,INDUSTRIAL,Salyan Rice Mill,,,,,works,
node_6835548385,28.5369029,77.4108464,INDUSTRIAL,SPM MEDICARE PVT. LTD.,,,,,works,
node_6901961046,28.2825839,83.8352081,INDUSTRIAL,Rice Mill,,,,,works,
node_6901961057,28.28087,83.8314594,INDUSTRIAL,Rice Mill,,,,,works,
node_6901961066,28.2787054,83.8332193,INDUSTRIAL,Tika Rice Mill,,,,,works,
node_6904934415,28.2695194,83.8136297,INDUSTRIAL,Rice Mill,,,,,works,Padam Bahadur Gurung
node_6905117246,28.2654078,83.8257768,INDUSTRIAL,Rice Mill,,,,,works,
node_6907751232,28.2663066,83.8258204,INDUSTRIAL,Aaran,,,,,works,
node_6907784487,28.2682704,83.8166459,INDUSTRIAL,Manisha Sellar Rice Mill,,,,,works,
node_6911459268,28.3262651,83.7501606,INDUSTRIAL,Rice Mill,,,,,works,
node_6911701111,28.299311,83.8014089,INDUSTRIAL,New BUddha Rice Mill,,,,,works,
node_6915291178,28.2872452,83.8314745,INDUSTRIAL,Ishwor Rice Mill,,,,,works,
node_6961468738,30.9237746,74.9584904,INDUSTRIAL,Zira Sugar Mill,,,,,works,
node_6968340300,28.2971052,83.7673516,INDUSTRIAL,Sirjana Metal Works Aluminium & Steel,,,,,works,
node_6968340301,28.2969393,83.7674689,INDUSTRIAL,Lamgadhe Aluminium & Metal Udhyog,,,,,works,
node_6968340303,28.2966157,83.7671725,INDUSTRIAL,Ankit ALuminium Ghrill Udhyog,,,,,works,
node_6968340313,28.2959541,83.7665841,INDUSTRIAL,Sai Ghrill Udhyog,,,,,works,
node_6968340325,28.2956498,83.7671296,INDUSTRIAL,R P Motercycle Workshop,,,,,works,
node_6972226624,28.300193,83.7869076,INDUSTRIAL,Durga Concrete Block Factory,,,,,works,
node_6972767122,28.298629,83.7997144,INDUSTRIAL,Furniture,,,,,works,
node_6972767127,28.2980174,83.8014163,INDUSTRIAL,Dhaneko Furniture,,,,,works,
node_6972767132,28.2972864,83.8029894,INDUSTRIAL,Bishal Furniture Factory,,,,,works,
node_6972997173,28.2999032,83.7970926,INDUSTRIAL,Jiwan Joti Rice Mill & Cold Stores,,,,,works,
node_6978890698,28.3249606,83.7931457,INDUSTRIAL,,,,,,works,
node_6978890988,28.3592579,83.8110987,INDUSTRIAL,Mira Rice Mill,,,,,works,
node_6979083222,28.3154096,83.7920514,INDUSTRIAL,Tomijung Mothers Rice Mill,,,,,works,
node_6998159097,28.2971943,83.786113,INDUSTRIAL,Rice Mill,,,,,works,
node_7000700462,28.2986031,83.7675172,INDUSTRIAL,Dudhey Pauroti Udhyog,,,,,works,
node_7000701357,28.2947795,83.7707097,INDUSTRIAL,Rice Work,,,,,works,
node_7005597792,28.2808998,83.7815934,INDUSTRIAL,Rice Mill,,,,,works,
node_7005598093,28.2766788,83.7979435,INDUSTRIAL,Rice Mill,,,,,works,
node_7040617844,30.8419412,76.1873088,INDUSTRIAL,Baraf da karkhana,,,,,works,
node_7171375206,30.2364485,74.9108692,INDUSTRIAL,"Jay Bee Industries, Malout Road, Bathinda",,,,,works,
node_7362086085,30.7884221,75.917675,INDUSTRIAL,,,,,,works,
node_7731231285,30.7136761,76.6945946,INDUSTRIAL,Rockpecker Pvt Ltd,,,,,works,Tushar Dhawan
node_7799730063,30.8793504,75.9365414,INDUSTRIAL,Ganpati Metal Products,,,,,works,Tejas Jindal
node_7847783226,29.7035452,77.860741,INDUSTRIAL,,,plant,,,,
node_7931468932,25.3424117,82.4816491,INDUSTRIAL,Prabhat International,,,,,works,Carpet Manufacturing and Exporting
node_8047596086,28.8462874,76.188954,INDUSTRIAL,Sri Sai Spintex,,,,,works,
node_8189734005,27.9605324,83.8007089,INDUSTRIAL,Ek Brand,,,,,works,
node_8189774392,27.9752783,83.7411157,INDUSTRIAL,Indreni Bangur Palan Udhyog,,,,,works,
node_8189795766,27.9707751,83.7314206,INDUSTRIAL,Adhikhola Crusher Udhyog,,,,,works,
node_8189797797,28.0030494,83.7700918,INDUSTRIAL,Pragati Itta Udhyog Dauwa,,,,,works,
node_8384011590,27.6398787,84.3929919,INDUSTRIAL,Bhawani Dairy,,,,,works,BDC Foods
node_8458445091,28.7596812,80.5768592,INDUSTRIAL,Jay Durga Itta Udhyog,,,,,works,
node_8460552570,28.740151,80.5808739,INDUSTRIAL,HMT Fruit Processing Center,factory,,,industrial,,
node_8460751951,28.7437713,80.5776835,INDUSTRIAL,Nepal M.D. Food,,,,industrial,,government
node_8460751954,28.7552954,80.5647,INDUSTRIAL,Nabin Dana Udhyog,,,,,works,
node_8460751955,28.7369723,80.5712813,INDUSTRIAL,Kailali Concreate Udhyog,,,,,works,
node_8463781453,28.7650116,80.5577069,INDUSTRIAL,RP Agro Industry,,,,,works,
node_8463781463,28.747578,80.5650263,INDUSTRIAL,Lamsal Dana Udhyog,,,,,works,
node_8463781466,28.7362651,80.5684391,INDUSTRIAL,Godawari Floor Mill,,,,,works,
node_8463925010,28.747865,80.5751559,INDUSTRIAL,Shiv Shikhar Agro Pvt Ltd,,,,,works,
node_8463925011,28.747265,80.5747356,INDUSTRIAL,laxmi Roto Packing,,,,,works,
node_8463925014,28.7500454,80.5950945,INDUSTRIAL,Bramha Ayurved Uddhyog Pvt.Ltd,,,,,works,
node_8463925016,28.7540547,80.5953604,INDUSTRIAL,Kalpana Trinetra Krishi Firm,,,,,works,
node_8464290318,28.750559,80.6702378,INDUSTRIAL,Swasthik Itta Bhatta,,,,,works,
node_8464399515,28.7464412,80.6701554,INDUSTRIAL,Icchya Rice Mill,,,,,works,
node_8464399516,28.7523044,80.6686787,INDUSTRIAL,Bhagrathi Itta Udhyog,,,,,works,
node_8614223517,30.8116519,76.0089058,INDUSTRIAL,Yerik,,,,,works,
node_8620783397,29.3739531,76.9683004,INDUSTRIAL,Mehak Handloom Industries,,,,,works,
node_8665936347,27.8469867,78.3259738,INDUSTRIAL,,,,,industrial,,
node_8665936358,27.7649764,78.3126249,INDUSTRIAL,,,,,industrial,,
node_8665936359,27.8242549,78.3264518,INDUSTRIAL,,,,,industrial,,
node_8665936360,27.8328034,78.3248053,INDUSTRIAL,,,,,industrial,,
node_8665936361,27.8378601,78.3213884,INDUSTRIAL,,,,,industrial,,
node_8665936362,27.8462823,78.3154222,INDUSTRIAL,,,,,industrial,,
node_8665936365,27.8392847,78.311846,INDUSTRIAL,,,,,industrial,,
node_8665936366,27.8392064,78.3095798,INDUSTRIAL,,,,,industrial,,
node_8665936367,27.8460951,78.310719,INDUSTRIAL,,,,,industrial,,
node_8665936368,27.8481439,78.3047361,INDUSTRIAL,,,,,industrial,,
node_8665936369,27.8481898,78.3018137,INDUSTRIAL,,,,,industrial,,
node_8665936371,27.8499175,78.2877382,INDUSTRIAL,,,,,industrial,,
node_8665936372,27.8535409,78.2685096,INDUSTRIAL,,,,,industrial,,
node_8665936373,27.8492371,78.2768529,INDUSTRIAL,,,,,industrial,,
node_8665936374,27.8504373,78.2747866,INDUSTRIAL,,,,,industrial,,
node_8665936375,27.8439546,78.2670312,INDUSTRIAL,,,,,industrial,,
node_8665936376,27.8453842,78.2704982,INDUSTRIAL,,,,,industrial,,
node_8665936378,27.8913122,78.3089898,INDUSTRIAL,,,,,industrial,,
node_8665936379,27.9227298,78.2949316,INDUSTRIAL,,,,,industrial,,
node_8665936380,27.925098,78.2923205,INDUSTRIAL,,,,,industrial,,
node_8681472939,31.055959,77.8225297,INDUSTRIAL,Sawra Kuddu hydro power station,,plant,hydro,,,
node_8703128547,27.8638528,78.2418196,INDUSTRIAL,,,,,industrial,,
node_8703128548,27.8314777,78.2109817,INDUSTRIAL,,,,,industrial,,
node_8703128549,27.8174355,78.2327199,INDUSTRIAL,,,,,industrial,,
node_8703128550,27.8133566,78.2359285,INDUSTRIAL,,,,,industrial,,
node_8807203235,27.0328361,84.7698949,INDUSTRIAL,,,,,,works,
node_8834022653,28.8936463,77.1009379,INDUSTRIAL,CORONET ENGRS FACTORY,,,,,works,
node_8891960405,27.9156023,78.2337972,INDUSTRIAL,,,,,industrial,,
node_8891960406,27.916581,78.2291195,INDUSTRIAL,,,,,industrial,,
node_8909248300,30.836909,76.9693694,INDUSTRIAL,Hanoor,,,,,works,
node_8909948278,27.6226265,75.1612927,INDUSTRIAL,Wood Factory,,,,,works,
node_9116608937,28.1500542,81.5753632,INDUSTRIAL,NBI brick industry,,,,,works,
node_9116656805,28.1540171,81.5899738,INDUSTRIAL,OPC Brick Industry,,,,,works,
node_9184096670,28.007834,78.0525018,INDUSTRIAL,,,,,industrial,,
node_9188355361,27.9857897,77.7407706,INDUSTRIAL,,,,,industrial,,
node_9189667732,28.0770732,77.9697749,INDUSTRIAL,,,,,industrial,,
node_9200975006,27.963558,77.8670528,INDUSTRIAL,,,,,industrial,,
node_9205692722,28.0895106,78.3343691,INDUSTRIAL,,,,,industrial,,
node_9212287567,29.4342997,77.4035096,INDUSTRIAL,,,,,industrial,,
node_9212307959,29.4711642,77.4051726,INDUSTRIAL,,,,,industrial,,
node_9212307960,29.4709494,77.4012136,INDUSTRIAL,,,,,industrial,,
node_9212308365,29.346307,77.3682225,INDUSTRIAL,,,,,industrial,,
node_9212308368,29.3695348,77.3537063,INDUSTRIAL,,,,,industrial,,
node_9214210540,29.5288165,77.3795307,INDUSTRIAL,,,,,industrial,,
node_9214440236,29.6064932,77.2784597,INDUSTRIAL,,,,,industrial,,
node_9242508976,28.0132656,81.7075036,INDUSTRIAL,Salman Gril Udhyog,,,,,works,
node_9243670181,28.012863,81.7126101,INDUSTRIAL,Rice Mill,,,,,works,
node_9249691195,28.0665617,81.6884287,INDUSTRIAL,Jay Nepal Udhyog Crasar,,,,,works,
node_9252032673,27.9135619,84.8894892,INDUSTRIAL,new block udyog,,,,,works,
node_9406917370,28.108285,84.2163192,INDUSTRIAL,,,plant,solar,,,
node_9406917371,28.1107503,84.2235575,INDUSTRIAL,,,plant,solar,,,
node_9498406680,25.3821158,83.5417809,INDUSTRIAL,,,,,industrial,,
node_9498406684,25.402295,83.4953833,INDUSTRIAL,,,,,industrial,,
node_9498406687,25.3911497,83.4934295,INDUSTRIAL,,,,,industrial,,
node_9498406688,25.3904457,83.5133848,INDUSTRIAL,,,,,industrial,,
node_9498406689,25.3945311,83.5114309,INDUSTRIAL,,,,,industrial,,
node_9498449599,25.2407265,83.3968069,INDUSTRIAL,,,,,industrial,,
node_9498449600,25.2399865,83.3948411,INDUSTRIAL,,,,,industrial,,
node_9498449601,25.2306424,83.3984065,INDUSTRIAL,,,,,industrial,,
node_9498491133,25.2520433,83.3990831,INDUSTRIAL,,,,,industrial,,
node_9498491134,25.2503385,83.3988749,INDUSTRIAL,,,,,industrial,,
node_9498491135,25.2502097,83.3978393,INDUSTRIAL,,,,,industrial,,
node_9498491136,25.2509927,83.3967873,INDUSTRIAL,,,,,industrial,,
node_9498491137,25.2507548,83.3959873,INDUSTRIAL,,,,,industrial,,
node_9498491138,25.2519046,83.3951435,INDUSTRIAL,,,,,industrial,,
node_9505671691,25.3713905,83.3678072,INDUSTRIAL,,,,,industrial,,
node_9505671692,25.2465072,83.3762265,INDUSTRIAL,,,,,industrial,,
node_9505671693,25.2434013,83.3866194,INDUSTRIAL,,,,,industrial,,
node_9505671694,25.2374782,83.3823071,INDUSTRIAL,,,,,industrial,,
node_9505671695,25.2373234,83.3841552,INDUSTRIAL,,,,,industrial,,
node_9505671696,25.2358167,83.3872241,INDUSTRIAL,,,,,industrial,,
node_9505671697,25.2347745,83.387726,INDUSTRIAL,,,,,industrial,,
node_9505671698,25.2348157,83.3813602,INDUSTRIAL,,,,,industrial,,
node_9505671699,25.233598,83.3825125,INDUSTRIAL,,,,,industrial,,
node_9505671700,25.2327931,83.3803107,INDUSTRIAL,,,,,industrial,,
node_9505671701,25.2288612,83.3849082,INDUSTRIAL,,,,,industrial,,
node_9505671702,25.2283658,83.3838929,INDUSTRIAL,,,,,industrial,,
node_9505671703,25.2282059,83.3821246,INDUSTRIAL,,,,,industrial,,
node_9505671704,25.2297694,83.3781887,INDUSTRIAL,,,,,industrial,,
node_9505671705,25.227726,83.3777096,INDUSTRIAL,,,,,industrial,,
node_9505671706,25.2257239,83.3822957,INDUSTRIAL,,,,,industrial,,
node_9505671707,25.2191496,83.3815085,INDUSTRIAL,,,,,industrial,,
node_9505671708,25.2189845,83.3763292,INDUSTRIAL,,,,,industrial,,
node_9505671709,25.2195315,83.3743099,INDUSTRIAL,,,,,industrial,,
node_9505671710,25.213184,83.3487326,INDUSTRIAL,,,,,industrial,,
node_9505671711,25.2169822,83.3603234,INDUSTRIAL,,,,,industrial,,
node_9505671712,25.2273957,83.3568096,INDUSTRIAL,,,,,industrial,,
node_9505671713,25.2283246,83.3556346,INDUSTRIAL,,,,,industrial,,
node_9505671714,25.2306053,83.3557372,INDUSTRIAL,,,,,industrial,,
node_9505671715,25.229501,83.3525315,INDUSTRIAL,,,,,industrial,,
node_9505671716,25.2316786,83.351037,INDUSTRIAL,,,,,industrial,,
node_9505671717,25.230982,83.3472039,INDUSTRIAL,,,,,industrial,,
node_9505671718,25.2604675,83.3413058,INDUSTRIAL,,,,,industrial,,
node_9505671719,25.2589508,83.3396402,INDUSTRIAL,,,,,industrial,,
node_9505671720,25.2605294,83.3376551,INDUSTRIAL,,,,,industrial,,
node_9505671721,25.2617984,83.3344266,INDUSTRIAL,,,,,industrial,,
node_9505671722,25.2955415,83.3376437,INDUSTRIAL,,,,,industrial,,
node_9505671723,25.3130025,83.338659,INDUSTRIAL,,,,,industrial,,
node_9505671724,25.3148485,83.3438498,INDUSTRIAL,,,,,industrial,,
node_9505671725,25.3194067,83.3451389,INDUSTRIAL,,,,,industrial,,
node_9505671726,25.3225106,83.3346319,INDUSTRIAL,,,,,industrial,,
node_9505671727,25.326027,83.3445115,INDUSTRIAL,,,,,industrial,,
node_9505671728,25.3257899,83.3364573,INDUSTRIAL,,,,,industrial,,
node_9505671729,25.3310591,83.3418077,INDUSTRIAL,,,,,industrial,,
node_9505671730,25.332482,83.3357613,INDUSTRIAL,,,,,industrial,,
node_9505671731,25.3621027,83.333685,INDUSTRIAL,,,,,industrial,,
node_9505671732,25.3744431,83.3360225,INDUSTRIAL,,,,,industrial,,
node_9505671733,25.3815005,83.3497506,INDUSTRIAL,,,,,industrial,,
node_9505671734,25.3815206,83.348536,INDUSTRIAL,,,,,industrial,,
node_9505671736,25.4747584,83.3749113,INDUSTRIAL,,,,,industrial,,
node_9507712798,27.3677098,81.7739647,INDUSTRIAL,,,,,industrial,,
node_9507712799,27.367819,81.770943,INDUSTRIAL,,,,,industrial,,
node_9507713651,27.3305199,81.8082176,INDUSTRIAL,,,,,industrial,,
node_9507713652,27.3298494,81.8027799,INDUSTRIAL,,,,,industrial,,
node_9507713653,27.3324095,81.8024369,INDUSTRIAL,,,,,industrial,,
node_9562270615,28.5363177,77.3952322,INDUSTRIAL,MR Utility,,,,,works,
node_9791595163,28.181276,83.9722831,INDUSTRIAL,Everest Masala Udhyog,,,,,works,
node_9805300322,27.5072496,83.4444728,INDUSTRIAL,sales depo,,,,,works,
node_9805754256,27.5179282,83.4500148,INDUSTRIAL,Hira Itta Udhyog,,,,,works,
node_9806016396,27.508584,83.4545606,INDUSTRIAL,Ali Kureshi Meat Shop,slaughterhouse,,,industrial,,
node_9807246391,27.5083717,83.4285084,INDUSTRIAL,Mohommad Rice Mill,rice mill,,,,works,
node_9807246400,27.5087335,83.433491,INDUSTRIAL,Siddhartha Foam Industries,,,,,works,
node_9807673159,27.5129413,83.4507968,INDUSTRIAL,,,,,,works,
node_9807688334,27.5161979,83.4526716,INDUSTRIAL,Madhav Singh Rice Mill,,,,,works,
node_9808340669,27.5178513,83.4461839,INDUSTRIAL,Barasi trally Udhyog,,,,,works,
node_9811885799,27.5023823,83.4490042,INDUSTRIAL,Jai Gurudev Box & Packaging,,,,,works,
node_9814181777,27.505805,83.3668654,INDUSTRIAL,Jagadamba Cement,,,,,works,
node_9814313728,27.5060028,83.3662555,INDUSTRIAL,Brij Cement Industries Pvt.Ltd.,,,,,works,
node_9815788267,27.5122375,83.4028544,INDUSTRIAL,Grill Udhyog,,,,,works,
node_9826900978,27.5079648,83.4396031,INDUSTRIAL,Nepal Brick Factory,,,,,works,
node_9956333046,30.5341921,75.5715933,INDUSTRIAL,Sohal Steel Works,,,,,works,Narinder Singh Sohal
node_10015635629,27.0385179,75.8984643,INDUSTRIAL,Hero Motocorp. - Centre of Innovation and Technology,,,,,works,
node_10137779675,28.5750868,84.6811775,INDUSTRIAL,Hydroelectric Plant Shyala,,plant,,,,
node_10228035994,28.4918112,77.3030891,INDUSTRIAL,Gladico Motocorp,,,,,works,
node_10284613604,28.3673354,77.3019004,INDUSTRIAL,TECH MACH SHEET METAL COMPONENTS,,,,,works,
node_10542618526,26.4536694,80.2839615,INDUSTRIAL,Mars auto PVT. LTD.,,,,,works,MANOJ AGARWAL
node_10567105067,28.6085816,78.4145827,INDUSTRIAL,Munipal Mint Oil Factory,,,,,works,Munipal
node_10585906708,25.8577271,84.7821934,INDUSTRIAL,A1 BRICKS UDYOG,,,,,works,TUNTUN PRASAD CHOURASIA
